family,layer,band,band_label,theta,theta_cum,theta_attn,theta_ffn,delta_pr,abs_delta_pr
Qwen2.5-7B,17,band6_counterfactual,Counterfactual,1.3217314311436243,1.4567629543561786,1.1915229558944702,1.49534273147583,0.7799848416585276,0.7799848416585276
Qwen2.5-7B,18,band6_counterfactual,Counterfactual,1.4888089724949427,1.458449586889798,1.4512253403663635,1.538920481999715,0.785649048460475,0.785649048460475
Qwen2.5-7B,19,band6_counterfactual,Counterfactual,1.2691363266536169,1.448983923877989,1.0767298340797424,1.525678316752116,1.0550050264475042,1.0550050264475042
Qwen2.5-7B,20,band6_counterfactual,Counterfactual,1.315147876739502,1.4426107787761562,1.1450111269950867,1.5419968763987224,1.2229372990166008,1.2229372990166008
Qwen2.5-7B,21,band6_counterfactual,Counterfactual,1.3356072562081474,1.437746982295792,1.1422832012176514,1.5933726628621419,1.2850244800642852,1.2850244800642852
Qwen2.5-7B,22,band6_counterfactual,Counterfactual,1.4322014876774378,1.4375058738341244,1.1826860308647156,1.7648887634277344,1.2693280413232735,1.2693280413232735
Qwen2.5-7B,23,band6_counterfactual,Counterfactual,1.3451416151864188,1.4336573630571365,1.0849691033363342,1.6920382976531982,1.4383461782299438,1.4383461782299438
Qwen2.5-7B,24,band6_counterfactual,Counterfactual,1.2920170341219221,1.4279917498997279,1.160027801990509,1.4680026769638062,1.3764716869392073,1.3764716869392073
Qwen2.5-7B,25,band6_counterfactual,Counterfactual,1.3790566240038191,1.426109629672962,1.2365407347679138,1.5690778096516926,1.3616441011197358,1.3616441011197358
Qwen2.5-7B,26,band6_counterfactual,Counterfactual,1.2879834004810877,1.4209938434065963,1.1214238107204437,1.51006285349528,0.9358341976985072,0.9358341976985072
Qwen2.5-7B,27,band6_counterfactual,Counterfactual,1.2509797981807165,1.4149219132199577,1.157665491104126,1.375398874282837,1.0235261483545317,1.0235261483545317
Qwen2.5-7B,0,band7_safety,Safety,1.9156433514186315,1.9156433514186315,2.070085644721985,1.709720293680827,0.06458791844162781,0.06458791844162781
Qwen2.5-7B,1,band7_safety,Safety,1.4583703790392195,1.6870068652289256,1.2835102677345276,1.6915171941121419,0.0789725956752978,0.0789725956752978
Qwen2.5-7B,2,band7_safety,Safety,1.4526579124586922,1.6088905476388478,1.3498683124780655,1.5897107124328613,0.005711217813362257,0.005711217813362257
Qwen2.5-7B,3,band7_safety,Safety,1.503757323537554,1.5826072416135244,1.4523224532604218,1.5723371505737305,0.04281977795957115,0.04281977795957115
Qwen2.5-7B,4,band7_safety,Safety,1.3534814715385437,1.5367820875985283,1.2957038432359695,1.4305183092753093,0.22739429835674363,0.22739429835674363
Qwen2.5-7B,5,band7_safety,Safety,1.2954384258815221,1.4965581439790272,1.105137586593628,1.5491728782653809,0.07684196513005137,0.07684196513005137
Qwen2.5-7B,6,band7_safety,Safety,1.558546279157911,1.5054135918617249,1.4457590728998184,1.708929220835368,0.14746828659512623,0.14746828659512623
Qwen2.5-7B,7,band7_safety,Safety,1.3406476974487305,1.4848178550601006,1.1014338731765747,1.6595994631449382,0.3736936597883185,0.3736936597883185
Qwen2.5-7B,8,band7_safety,Safety,1.4828612123216902,1.4846004503113883,1.366025149822235,1.6386426289876301,0.47840789354675994,0.47840789354675994
Qwen2.5-7B,9,band7_safety,Safety,1.6194794518607003,1.4980883504663196,1.4956473112106323,1.7845889727274578,0.6074684716654586,0.6074684716654586
Qwen2.5-7B,10,band7_safety,Safety,1.547131563935961,1.502546824418105,1.4552652686834335,1.6696199576059978,0.8070114821110437,0.8070114821110437
Qwen2.5-7B,11,band7_safety,Safety,1.3645426545824324,1.491046476931799,1.176852285861969,1.61479647954305,0.8250332877623388,0.8250332877623388
Qwen2.5-7B,12,band7_safety,Safety,1.379173687526158,1.48244087774675,1.2066181898117065,1.6092476844787598,0.7662319994066333,0.7662319994066333
Qwen2.5-7B,13,band7_safety,Safety,1.5394387415477209,1.4865121537325334,1.469552367925644,1.6326205730438232,0.7620245051983918,0.7620245051983918
Qwen2.5-7B,14,band7_safety,Safety,1.4474591527666365,1.4839086203348069,1.3317402601242065,1.6017510096232097,0.7794516463867271,0.7794516463867271
Qwen2.5-7B,15,band7_safety,Safety,1.3083812849862235,1.4729381618755206,1.145418405532837,1.5256651242574055,0.7684655823997728,0.7684655823997728
Qwen2.5-7B,16,band7_safety,Safety,1.3329911572592599,1.4647059851333877,1.2770807147026062,1.4075384140014648,0.675315098691958,0.675315098691958
Qwen2.5-7B,17,band7_safety,Safety,1.3217314311436243,1.4567629543561786,1.1915229558944702,1.49534273147583,0.650045745169904,0.650045745169904
Qwen2.5-7B,18,band7_safety,Safety,1.4888089724949427,1.458449586889798,1.4512253403663635,1.538920481999715,0.7244849281854666,0.7244849281854666
Qwen2.5-7B,19,band7_safety,Safety,1.2691363266536169,1.448983923877989,1.0767298340797424,1.525678316752116,0.8601958940615066,0.8601958940615066
Qwen2.5-7B,20,band7_safety,Safety,1.315147876739502,1.4426107787761562,1.1450111269950867,1.5419968763987224,0.8709357423111754,0.8709357423111754
Qwen2.5-7B,21,band7_safety,Safety,1.3356072562081474,1.437746982295792,1.1422832012176514,1.5933726628621419,0.7029641909195528,0.7029641909195528
Qwen2.5-7B,22,band7_safety,Safety,1.4322014876774378,1.4375058738341244,1.1826860308647156,1.7648887634277344,0.40715268036623087,0.40715268036623087
Qwen2.5-7B,23,band7_safety,Safety,1.3451416151864188,1.4336573630571365,1.0849691033363342,1.6920382976531982,0.4964937573565571,0.4964937573565571
Qwen2.5-7B,24,band7_safety,Safety,1.2920170341219221,1.4279917498997279,1.160027801990509,1.4680026769638062,0.40331322365257183,0.40331322365257183
Qwen2.5-7B,25,band7_safety,Safety,1.3790566240038191,1.426109629672962,1.2365407347679138,1.5690778096516926,0.28317192054198514,0.28317192054198514
Qwen2.5-7B,26,band7_safety,Safety,1.2879834004810877,1.4209938434065963,1.1214238107204437,1.51006285349528,0.23675270011289307,0.23675270011289307
Qwen2.5-7B,27,band7_safety,Safety,1.2509797981807165,1.4149219132199577,1.157665491104126,1.375398874282837,0.06347187681963096,0.06347187681963096
Mistral-7B,0,band1_factual,Factual,6.7594835587910245,6.7594835587910245,5.6888770163059235,8.186958948771158,0.06744483287284009,0.06744483287284009
Mistral-7B,1,band1_factual,Factual,7.8427606991359164,7.3011221289634705,6.770081877708435,9.272999127705893,0.13844249203629655,0.13844249203629655
Mistral-7B,2,band1_factual,Factual,9.05812134061541,7.88678853284745,8.408543944358826,9.924224535624186,0.12370602879351544,0.12370602879351544
Mistral-7B,3,band1_factual,Factual,8.096998521259852,7.93934102995055,6.794183075428009,9.834085782368978,-0.11759095785887652,0.11759095785887652
Mistral-7B,4,band1_factual,Factual,8.01827873502459,7.955128570965359,6.760368704795837,9.695492108662924,-0.32797302824527286,0.32797302824527286
Mistral-7B,5,band1_factual,Factual,8.426843575068883,8.033747738315945,7.6198190450668335,9.502876281738281,-0.03210687930440592,0.03210687930440592
Mistral-7B,6,band1_factual,Factual,7.8696039744785855,8.010298629196322,7.136910676956177,8.84652837117513,-0.029687138730857043,0.029687138730857043
Mistral-7B,7,band1_factual,Factual,7.636496407645089,7.963573351502419,6.702932834625244,8.881247838338217,-0.008708059685345049,0.008708059685345049
Mistral-7B,8,band1_factual,Factual,7.498136520385742,7.91185814804501,6.598451614379883,8.69771639506022,0.06910182354146599,0.06910182354146599
Mistral-7B,9,band1_factual,Factual,7.057362011500767,7.826408534390586,6.3751678466796875,7.966954231262207,0.07122791519442728,0.07122791519442728
Mistral-7B,10,band1_factual,Factual,7.607934474945068,7.806547256259176,7.101250052452087,8.283513704935709,0.0012516937548259222,0.0012516937548259222
Mistral-7B,11,band1_factual,Factual,7.1274596623012,7.749956623429345,6.491199612617493,7.9758063952128095,0.04924622160402592,0.04924622160402592
Mistral-7B,12,band1_factual,Factual,7.246965340205601,7.711264986258287,6.7895437479019165,7.856860796610515,0.0679404316999328,0.0679404316999328
Mistral-7B,13,band1_factual,Factual,6.665503978729248,7.636567771434785,5.688972592353821,7.967545827229817,0.04916882682873691,0.04916882682873691
Mistral-7B,14,band1_factual,Factual,7.378910609654018,7.619390627316067,6.991959810256958,7.894845008850098,0.13520768776807657,0.13520768776807657
Mistral-7B,15,band1_factual,Factual,7.673149449484689,7.622750553701605,7.354318737983704,8.098257064819336,0.23926314953258832,0.23926314953258832
Mistral-7B,16,band1_factual,Factual,7.96459606715611,7.642859113316577,7.7249075174331665,8.284180800120035,0.2197793353320403,0.2197793353320403
Mistral-7B,17,band1_factual,Factual,7.842003549848284,7.653922693123893,7.419386029243469,8.405493577321371,0.2160454524925708,0.2160454524925708
Mistral-7B,18,band1_factual,Factual,8.183311871119908,7.681785281439473,7.912144303321838,8.544868628184,0.38616992760735336,0.38616992760735336
Mistral-7B,19,band1_factual,Factual,7.191200631005423,7.657256048917771,5.871868550777435,8.950310071309408,0.4313700033532797,0.4313700033532797
Mistral-7B,20,band1_factual,Factual,8.6836245400565,7.706130738971996,7.960652112960815,9.647587776184082,0.48359933448552717,0.48359933448552717
Mistral-7B,21,band1_factual,Factual,8.105262347630092,7.724273084820092,6.732032775878906,9.936235109965006,0.35714359337501733,0.35714359337501733
Mistral-7B,22,band1_factual,Factual,8.401028496878487,7.753697233170457,7.723626375198364,9.304231325785318,0.4235455956526195,0.4235455956526195
Mistral-7B,23,band1_factual,Factual,8.68394558770316,7.792457581275985,8.188085317611694,9.345092614491781,0.36925414616572994,0.36925414616572994
Mistral-7B,24,band1_factual,Factual,8.240692615509033,7.810386982645307,7.540135145187378,9.174769242604574,0.381455712737397,0.381455712737397
Mistral-7B,25,band1_factual,Factual,8.206288542066302,7.82561396569996,7.278519153594971,9.44331439336141,0.35833494535996024,0.35833494535996024
Mistral-7B,26,band1_factual,Factual,8.005310467311315,7.832269391685566,7.082886815071106,9.235208670298258,0.32132587003512114,0.32132587003512114
Mistral-7B,27,band1_factual,Factual,8.436559200286865,7.853851170564184,8.124219417572021,8.853012243906656,0.3297013414511998,0.3297013414511998
Mistral-7B,28,band1_factual,Factual,7.248945610863822,7.832992358160722,6.755472302436829,7.9069100220998125,0.36309270388814596,0.36309270388814596
Mistral-7B,29,band1_factual,Factual,7.634082726069859,7.826362037091028,6.974967360496521,8.512903213500977,0.4796309029133461,0.4796309029133461
Mistral-7B,30,band1_factual,Factual,6.663322993687221,7.7888446485941305,5.86617386341095,7.726188500722249,0.49011069217528114,0.49011069217528114
Mistral-7B,31,band1_factual,Factual,6.162675040108817,7.738026848328965,5.598726511001587,6.91460641225179,0.2857072871851116,0.2857072871851116
Mistral-7B,0,band2_instruction,Instruction,6.7594835587910245,6.7594835587910245,5.6888770163059235,8.186958948771158,0.20603410762020413,0.20603410762020413
Mistral-7B,1,band2_instruction,Instruction,7.8427606991359164,7.3011221289634705,6.770081877708435,9.272999127705893,0.6527068155931888,0.6527068155931888
Mistral-7B,2,band2_instruction,Instruction,9.05812134061541,7.88678853284745,8.408543944358826,9.924224535624186,-0.08713026039441285,0.08713026039441285
Mistral-7B,3,band2_instruction,Instruction,8.096998521259852,7.93934102995055,6.794183075428009,9.834085782368978,0.8167845737481727,0.8167845737481727
Mistral-7B,4,band2_instruction,Instruction,8.01827873502459,7.955128570965359,6.760368704795837,9.695492108662924,0.6804577496006337,0.6804577496006337
Mistral-7B,5,band2_instruction,Instruction,8.426843575068883,8.033747738315945,7.6198190450668335,9.502876281738281,0.7583115341067606,0.7583115341067606
Mistral-7B,6,band2_instruction,Instruction,7.8696039744785855,8.010298629196322,7.136910676956177,8.84652837117513,0.9504900794490725,0.9504900794490725
Mistral-7B,7,band2_instruction,Instruction,7.636496407645089,7.963573351502419,6.702932834625244,8.881247838338217,1.147553028434963,1.147553028434963
Mistral-7B,8,band2_instruction,Instruction,7.498136520385742,7.91185814804501,6.598451614379883,8.69771639506022,1.1429212348230715,1.1429212348230715
Mistral-7B,9,band2_instruction,Instruction,7.057362011500767,7.826408534390586,6.3751678466796875,7.966954231262207,1.0068057090407585,1.0068057090407585
Mistral-7B,10,band2_instruction,Instruction,7.607934474945068,7.806547256259176,7.101250052452087,8.283513704935709,0.866900078107145,0.866900078107145
Mistral-7B,11,band2_instruction,Instruction,7.1274596623012,7.749956623429345,6.491199612617493,7.9758063952128095,0.8322867856511555,0.8322867856511555
Mistral-7B,12,band2_instruction,Instruction,7.246965340205601,7.711264986258287,6.7895437479019165,7.856860796610515,0.9639064795119312,0.9639064795119312
Mistral-7B,13,band2_instruction,Instruction,6.665503978729248,7.636567771434785,5.688972592353821,7.967545827229817,0.6011677536214162,0.6011677536214162
Mistral-7B,14,band2_instruction,Instruction,7.378910609654018,7.619390627316067,6.991959810256958,7.894845008850098,0.5236905614253944,0.5236905614253944
Mistral-7B,15,band2_instruction,Instruction,7.673149449484689,7.622750553701605,7.354318737983704,8.098257064819336,0.8114883677003286,0.8114883677003286
Mistral-7B,16,band2_instruction,Instruction,7.96459606715611,7.642859113316577,7.7249075174331665,8.284180800120035,1.0279602080439343,1.0279602080439343
Mistral-7B,17,band2_instruction,Instruction,7.842003549848284,7.653922693123893,7.419386029243469,8.405493577321371,1.2140866302020576,1.2140866302020576
Mistral-7B,18,band2_instruction,Instruction,8.183311871119908,7.681785281439473,7.912144303321838,8.544868628184,1.1610045507984417,1.1610045507984417
Mistral-7B,19,band2_instruction,Instruction,7.191200631005423,7.657256048917771,5.871868550777435,8.950310071309408,1.3519757017931635,1.3519757017931635
Mistral-7B,20,band2_instruction,Instruction,8.6836245400565,7.706130738971996,7.960652112960815,9.647587776184082,1.5803111251365705,1.5803111251365705
Mistral-7B,21,band2_instruction,Instruction,8.105262347630092,7.724273084820092,6.732032775878906,9.936235109965006,1.668225993163877,1.668225993163877
Mistral-7B,22,band2_instruction,Instruction,8.401028496878487,7.753697233170457,7.723626375198364,9.304231325785318,1.7203043991174827,1.7203043991174827
Mistral-7B,23,band2_instruction,Instruction,8.68394558770316,7.792457581275985,8.188085317611694,9.345092614491781,1.6984067169788677,1.6984067169788677
Mistral-7B,24,band2_instruction,Instruction,8.240692615509033,7.810386982645307,7.540135145187378,9.174769242604574,1.6718919875606915,1.6718919875606915
Mistral-7B,25,band2_instruction,Instruction,8.206288542066302,7.82561396569996,7.278519153594971,9.44331439336141,1.6894378311040086,1.6894378311040086
Mistral-7B,26,band2_instruction,Instruction,8.005310467311315,7.832269391685566,7.082886815071106,9.235208670298258,1.6358426072586392,1.6358426072586392
Mistral-7B,27,band2_instruction,Instruction,8.436559200286865,7.853851170564184,8.124219417572021,8.853012243906656,1.6977746622493664,1.6977746622493664
Mistral-7B,28,band2_instruction,Instruction,7.248945610863822,7.832992358160722,6.755472302436829,7.9069100220998125,1.7345744877027398,1.7345744877027398
Mistral-7B,29,band2_instruction,Instruction,7.634082726069859,7.826362037091028,6.974967360496521,8.512903213500977,1.6837614957820843,1.6837614957820843
Mistral-7B,30,band2_instruction,Instruction,6.663322993687221,7.7888446485941305,5.86617386341095,7.726188500722249,1.6545839266968132,1.6545839266968132
Mistral-7B,31,band2_instruction,Instruction,6.162675040108817,7.738026848328965,5.598726511001587,6.91460641225179,1.7672482594359566,1.7672482594359566
Mistral-7B,0,band3_creative,Creative,6.7594835587910245,6.7594835587910245,5.6888770163059235,8.186958948771158,0.15928825857360174,0.15928825857360174
Mistral-7B,1,band3_creative,Creative,7.8427606991359164,7.3011221289634705,6.770081877708435,9.272999127705893,0.24025338343362446,0.24025338343362446
Mistral-7B,2,band3_creative,Creative,9.05812134061541,7.88678853284745,8.408543944358826,9.924224535624186,0.2874469364625183,0.2874469364625183
Mistral-7B,3,band3_creative,Creative,8.096998521259852,7.93934102995055,6.794183075428009,9.834085782368978,0.8097736864797742,0.8097736864797742
Mistral-7B,4,band3_creative,Creative,8.01827873502459,7.955128570965359,6.760368704795837,9.695492108662924,0.6263157981002498,0.6263157981002498
Mistral-7B,5,band3_creative,Creative,8.426843575068883,8.033747738315945,7.6198190450668335,9.502876281738281,0.9304950326917583,0.9304950326917583
Mistral-7B,6,band3_creative,Creative,7.8696039744785855,8.010298629196322,7.136910676956177,8.84652837117513,0.9517577341974501,0.9517577341974501
Mistral-7B,7,band3_creative,Creative,7.636496407645089,7.963573351502419,6.702932834625244,8.881247838338217,0.7054965029471516,0.7054965029471516
Mistral-7B,8,band3_creative,Creative,7.498136520385742,7.91185814804501,6.598451614379883,8.69771639506022,0.6043268120893801,0.6043268120893801
Mistral-7B,9,band3_creative,Creative,7.057362011500767,7.826408534390586,6.3751678466796875,7.966954231262207,0.6278532578425686,0.6278532578425686
Mistral-7B,10,band3_creative,Creative,7.607934474945068,7.806547256259176,7.101250052452087,8.283513704935709,0.5594782329707257,0.5594782329707257
Mistral-7B,11,band3_creative,Creative,7.1274596623012,7.749956623429345,6.491199612617493,7.9758063952128095,0.5101760848221222,0.5101760848221222
Mistral-7B,12,band3_creative,Creative,7.246965340205601,7.711264986258287,6.7895437479019165,7.856860796610515,0.6189955200387924,0.6189955200387924
Mistral-7B,13,band3_creative,Creative,6.665503978729248,7.636567771434785,5.688972592353821,7.967545827229817,0.7211965732474503,0.7211965732474503
Mistral-7B,14,band3_creative,Creative,7.378910609654018,7.619390627316067,6.991959810256958,7.894845008850098,0.9216532328098026,0.9216532328098026
Mistral-7B,15,band3_creative,Creative,7.673149449484689,7.622750553701605,7.354318737983704,8.098257064819336,1.4004970301100776,1.4004970301100776
Mistral-7B,16,band3_creative,Creative,7.96459606715611,7.642859113316577,7.7249075174331665,8.284180800120035,1.9884140146558646,1.9884140146558646
Mistral-7B,17,band3_creative,Creative,7.842003549848284,7.653922693123893,7.419386029243469,8.405493577321371,2.0803805310989905,2.0803805310989905
Mistral-7B,18,band3_creative,Creative,8.183311871119908,7.681785281439473,7.912144303321838,8.544868628184,2.3955237072771665,2.3955237072771665
Mistral-7B,19,band3_creative,Creative,7.191200631005423,7.657256048917771,5.871868550777435,8.950310071309408,2.1873624186403546,2.1873624186403546
Mistral-7B,20,band3_creative,Creative,8.6836245400565,7.706130738971996,7.960652112960815,9.647587776184082,2.0879012242621737,2.0879012242621737
Mistral-7B,21,band3_creative,Creative,8.105262347630092,7.724273084820092,6.732032775878906,9.936235109965006,2.0327312295847983,2.0327312295847983
Mistral-7B,22,band3_creative,Creative,8.401028496878487,7.753697233170457,7.723626375198364,9.304231325785318,1.999097171929237,1.999097171929237
Mistral-7B,23,band3_creative,Creative,8.68394558770316,7.792457581275985,8.188085317611694,9.345092614491781,2.131518935615155,2.131518935615155
Mistral-7B,24,band3_creative,Creative,8.240692615509033,7.810386982645307,7.540135145187378,9.174769242604574,2.208005632000681,2.208005632000681
Mistral-7B,25,band3_creative,Creative,8.206288542066302,7.82561396569996,7.278519153594971,9.44331439336141,2.276322929728342,2.276322929728342
Mistral-7B,26,band3_creative,Creative,8.005310467311315,7.832269391685566,7.082886815071106,9.235208670298258,2.1561548772037815,2.1561548772037815
Mistral-7B,27,band3_creative,Creative,8.436559200286865,7.853851170564184,8.124219417572021,8.853012243906656,2.288917681266873,2.288917681266873
Mistral-7B,28,band3_creative,Creative,7.248945610863822,7.832992358160722,6.755472302436829,7.9069100220998125,2.0535469441214707,2.0535469441214707
Mistral-7B,29,band3_creative,Creative,7.634082726069859,7.826362037091028,6.974967360496521,8.512903213500977,1.9790554598152754,1.9790554598152754
Mistral-7B,30,band3_creative,Creative,6.663322993687221,7.7888446485941305,5.86617386341095,7.726188500722249,1.8793733128495251,1.8793733128495251
Mistral-7B,31,band3_creative,Creative,6.162675040108817,7.738026848328965,5.598726511001587,6.91460641225179,1.6237148899723808,1.6237148899723808
Mistral-7B,0,band4_code,Code / Logic,6.7594835587910245,6.7594835587910245,5.6888770163059235,8.186958948771158,0.26808881432395326,0.26808881432395326
Mistral-7B,1,band4_code,Code / Logic,7.8427606991359164,7.3011221289634705,6.770081877708435,9.272999127705893,0.5741975349377215,0.5741975349377215
Mistral-7B,2,band4_code,Code / Logic,9.05812134061541,7.88678853284745,8.408543944358826,9.924224535624186,0.559972843359624,0.559972843359624
Mistral-7B,3,band4_code,Code / Logic,8.096998521259852,7.93934102995055,6.794183075428009,9.834085782368978,1.0687546708099989,1.0687546708099989
Mistral-7B,4,band4_code,Code / Logic,8.01827873502459,7.955128570965359,6.760368704795837,9.695492108662924,1.3321511710363616,1.3321511710363616
Mistral-7B,5,band4_code,Code / Logic,8.426843575068883,8.033747738315945,7.6198190450668335,9.502876281738281,1.3762298844112486,1.3762298844112486
Mistral-7B,6,band4_code,Code / Logic,7.8696039744785855,8.010298629196322,7.136910676956177,8.84652837117513,1.5365701733709551,1.5365701733709551
Mistral-7B,7,band4_code,Code / Logic,7.636496407645089,7.963573351502419,6.702932834625244,8.881247838338217,1.2993559556678544,1.2993559556678544
Mistral-7B,8,band4_code,Code / Logic,7.498136520385742,7.91185814804501,6.598451614379883,8.69771639506022,1.1113182595235092,1.1113182595235092
Mistral-7B,9,band4_code,Code / Logic,7.057362011500767,7.826408534390586,6.3751678466796875,7.966954231262207,1.277211619933265,1.277211619933265
Mistral-7B,10,band4_code,Code / Logic,7.607934474945068,7.806547256259176,7.101250052452087,8.283513704935709,1.3289298486511898,1.3289298486511898
Mistral-7B,11,band4_code,Code / Logic,7.1274596623012,7.749956623429345,6.491199612617493,7.9758063952128095,1.4988330162282066,1.4988330162282066
Mistral-7B,12,band4_code,Code / Logic,7.246965340205601,7.711264986258287,6.7895437479019165,7.856860796610515,1.6735476297189766,1.6735476297189766
Mistral-7B,13,band4_code,Code / Logic,6.665503978729248,7.636567771434785,5.688972592353821,7.967545827229817,1.8848737136219347,1.8848737136219347
Mistral-7B,14,band4_code,Code / Logic,7.378910609654018,7.619390627316067,6.991959810256958,7.894845008850098,2.0297277459752774,2.0297277459752774
Mistral-7B,15,band4_code,Code / Logic,7.673149449484689,7.622750553701605,7.354318737983704,8.098257064819336,2.269413890870241,2.269413890870241
Mistral-7B,16,band4_code,Code / Logic,7.96459606715611,7.642859113316577,7.7249075174331665,8.284180800120035,2.409438494676574,2.409438494676574
Mistral-7B,17,band4_code,Code / Logic,7.842003549848284,7.653922693123893,7.419386029243469,8.405493577321371,2.747804464517575,2.747804464517575
Mistral-7B,18,band4_code,Code / Logic,8.183311871119908,7.681785281439473,7.912144303321838,8.544868628184,2.973566985135731,2.973566985135731
Mistral-7B,19,band4_code,Code / Logic,7.191200631005423,7.657256048917771,5.871868550777435,8.950310071309408,2.6259517160675907,2.6259517160675907
Mistral-7B,20,band4_code,Code / Logic,8.6836245400565,7.706130738971996,7.960652112960815,9.647587776184082,2.285708263770128,2.285708263770128
Mistral-7B,21,band4_code,Code / Logic,8.105262347630092,7.724273084820092,6.732032775878906,9.936235109965006,2.43042821189019,2.43042821189019
Mistral-7B,22,band4_code,Code / Logic,8.401028496878487,7.753697233170457,7.723626375198364,9.304231325785318,2.5495598427706545,2.5495598427706545
Mistral-7B,23,band4_code,Code / Logic,8.68394558770316,7.792457581275985,8.188085317611694,9.345092614491781,2.707396305681945,2.707396305681945
Mistral-7B,24,band4_code,Code / Logic,8.240692615509033,7.810386982645307,7.540135145187378,9.174769242604574,2.7006259951091645,2.7006259951091645
Mistral-7B,25,band4_code,Code / Logic,8.206288542066302,7.82561396569996,7.278519153594971,9.44331439336141,2.7652810340861205,2.7652810340861205
Mistral-7B,26,band4_code,Code / Logic,8.005310467311315,7.832269391685566,7.082886815071106,9.235208670298258,2.660309283102647,2.660309283102647
